1	551222.497	74055.909	3496
2	550634.950	73565.239	3496
3	550522.126	73320.264	3496
4	550458.255	73291.567	3496
101	551189.792	74041.626	5216
102	551036.588	73913.682	5216
103	550626.812	73571.468	5216
104	550514.610	73327.850	5216
105	550498.902	73320.793	5216
106	550486.461	73293.276	5216
107	550529.640	73312.670	5216
108	550643.090	73559.010	5216
109	551048.136	73897.269	5216
110	551201.341	74025.212	5216
10238	550747.180	73409.280	3315
10239	550633.810	73594.310	3315
10240	550608.340	73562.850	3315
10241	550617.860	73578.320	3315
10247	550616.080	73295.520	3315
10262	550950.200	73581.350	3315
10267	550475.210	73268.390	3315
10357	550642.470	73603.210	3315
11028	551302.480	73881.470	3325
11031	551150.300	73752.070	3325
11032	551081.890	73693.890	3315
11036	551024.860	73930.350	3325
11037	551082.790	73979.800	3315
11054	550880.970	73807.540	3315
11064	551120.240	74012.030	3315
11065	551176.990	74059.820	3325
50067	550738.140	73565.550	3516
50068	550744.120	73495.270	3516
50070	550700.590	73590.150	3516
