2000,74568.1270,545889.5583,110.0562,13
2001,74617.2346,545865.1729,110.1829,13
2002,74645.9986,545838.6283,109.9477,13
2003,74687.8267,545806.3227,109.8714,13
2004,74834.8676,545708.3425,110.1604,13
2005,74873.0206,545667.2060,110.8191,13
2006,75028.0453,545907.7250,113.6090,13
2007,74701.1802,546109.3758,113.2819,13
20000,74568.1214,545889.5395,110.0322,13
20006,75028.0330,545907.7296,113.6030,13
20007,74701.1969,546109.3936,113.2739,13
