2000,549380.7860,71618.7472,103.7734,13
2001,549389.6736,71368.7214,103.0122,13
2002,549709.3679,71480.7665,104.3143,13
2003,549689.9426,71608.3196,104.2798,13
2004,549592.7941,71571.3796,104.1785,13
2005,549548.6101,71680.2790,104.2280,13
20000,549380.7522,71618.7402,103.7714,0
20001,549389.6645,71368.7482,102.9842,0
