2000,74273.7137,547304.5565,107.4320,13
2001,74282.6316,547290.9739,107.4459,13
2002,74107.6888,546838.6155,109.3463,13
2003,73997.5064,546547.1654,109.7972,13
2004,74001.1320,546548.2668,109.5942,13
2005,74159.5656,546957.4129,109.2598,13
2006,74166.2362,546971.5486,108.9768,13
2007,74291.5587,547296.2319,107.4089,13
2008,74294.7198,547308.0709,107.4199,13
20001,74282.6376,547290.9689,107.4169,1
20007,74291.5623,547296.2317,107.4219,1
