1	550551.835	73179.003	3496
2	550337.582	72984.594	3496
3	550156.143	72715.974	3496
101	550345.650	72977.600	5216
102	550261.515	72853.250	5216
103	550234.765	72850.477	5216
104	550329.970	72991.190	5216
105	550478.215	73097.888	5216
106	550443.602	73094.297	5216
10316	550689.800	72898.240	4315
10317	550694.400	72900.440	4315
10318	550640.730	72990.730	4315
10339	550247.990	72851.810	4315
10341	550461.790	72874.570	4315
10940	550022.580	72825.940	4315
10941	550042.900	72827.260	4315
10946	550044.980	72934.920	4315
10947	550046.200	72831.470	4315
102751	550571.307	73107.546	3325
109461	550070.197	73055.559	3325
