1	547157.452	73311.037	3496
2	547039.350	73158.903	3496
101	547065.429	73204.726	5216
102	547151.316	73315.363	5216
177	547072.630	73191.470	4315
205	546761.380	73487.280	4315
354	546707.120	73545.110	4315
377	546492.040	73602.040	4495
378	546588.310	73747.920	4495
380	546483.880	73604.200	4315
381	546581.420	73752.020	4315
445	547161.760	73308.000	4193
446	547106.970	73346.630	4193
447	547046.590	73392.660	4193
448	546973.510	73452.730	413
449	546847.050	73554.560	4193
450	546814.060	73577.970	4193
451	546750.670	73617.010	4193
452	546728.880	73633.920	4193
453	546593.920	73744.580	4193
634	546831.800	73382.810	4315
635	546994.100	73284.560	4415
652	547038.420	73399.370	4415
655	547035.760	73259.340	4315
2000	546581.610	73752.300	13
2001	546587.300	73749.540	13
2002	546734.030	73636.440	13
2003	546864.940	73543.960	13
2004	546923.690	73499.740	13
2005	547034.970	73411.660	13
2006	547119.720	73345.480	13
2007	547165.080	73312.300	13
2008	547073.730	73193.700	13
2009	547030.600	73266.010	13
2010	546833.740	73386.730	13
2011	546754.340	73499.600	13
2012	546703.840	73545.440	13
2013	546484.280	73604.900	13
20000	546581.640	73752.330	131
20008	547073.730	73193.720	133
20010	546833.710	73386.750	132
20012	546703.850	73545.430	131
20013	546484.290	73604.880	131
