2000,73628.7063,547303.7119,107.2189,13
2001,73628.7063,547303.7119,107.2189,131
2002,73628.7063,547303.7119,107.2189,132
2003,73636.4455,547314.4444,107.5199,13
2004,73636.4455,547314.4444,107.5199,131
2005,73627.2502,547318.6086,107.7400,131
2006,73651.9325,547304.0756,107.7978,13
2007,73632.1098,547289.4675,107.8698,13
2008,73607.4803,547258.6909,107.8927,131
2009,73508.2686,546991.9770,107.2178,13
2010,73498.3581,546974.5610,107.4557,13
2011,73488.0219,546956.5156,107.8117,13
2012,73484.7902,546944.2038,108.0166,13
2013,73453.2545,546979.9381,107.6719,13
2014,73453.2545,546979.9381,107.6719,133
2015,73474.1621,546969.1624,107.7878,13
2016,73474.1621,546969.1624,107.7878,133
2017,73490.9488,546980.2845,107.6728,13
2018,73490.9488,546980.2845,107.6728,133
2019,73510.4030,547015.9758,107.6429,132
2020,73508.7384,547017.9063,107.5389,13   
2021,73508.7384,547017.9063,107.5389,131   
2022,73508.7384,547017.9063,107.5389,132   
2023,73508.7384,547017.9063,107.5389,133
2024,73381.2399,547176.3539,107.2500,133
2025,73401.6042,547218.2290,106.7061,133
2026,73401.6042,547218.2290,106.7061,13
2027,73382.6776,547293.1701,106.6105,13
2028,73382.6776,547293.1701,106.6105,133
2029,73374.6870,547385.6876,106.5850,13
2030,73374.6870,547385.6876,106.5850,133
2031,73365.5285,547413.8294,106.3481,133
2032,73365.5285,547413.8294,106.3481,13
2033,73327.6302,547470.9376,106.3385,13
2034,73327.6302,547470.9376,106.3385,133
2035,73310.5366,547482.0622,106.0966,13
2036,73310.5366,547482.0622,106.0966,133
2037,73262.5562,547476.6145,106.0707,13
2038,73262.5562,547476.6145,106.0707,133
2039,73205.1008,547453.5703,106.2558,13
2040,73205.1008,547453.5703,106.2558,133
2041,73149.5543,547398.7426,106.3347,13
2042,73149.5543,547398.7426,106.3347,133
2044,73143.1839,547377.3969,106.4076,133
2045,73161.1279,547350.1822,106.6014,133
2046,73283.1770,547198.4848,107.3214,133
2047,73308.9670,547169.9749,107.2732,133
2048,73332.6032,547135.9110,107.3539,133   
2049,73128.1080,547396.2905,106.5017,13
2050,73122.0661,547390.1056,107.3017,13
2051,73124.4434,547402.2825,106.3128,13
2052,73188.9211,547470.1780,106.0059,13
2053,73219.5487,547481.5460,106.4409,13
2054,73226.8068,547483.2344,106.5299,131
2055,73226.8068,547483.2344,106.5299,132
2056,73315.1273,547505.1964,106.3577,132
2057,73319.0617,547503.5186,106.0757,133
2058,73319.0617,547503.5186,106.0757,134
2059,73359.5755,547557.7636,106.5958,132
2060,73376.2275,547617.8022,106.5650,132
2061,73271.8156,547723.5964,106.3138,132
2062,73273.7022,547725.4346,106.2308,132
2063,73378.3155,547621.5773,106.1831,132
2064,73440.0082,547692.7497,106.7682,132
2065,73385.4438,547763.2515,106.0277,132
2066,73383.0927,547780.7399,106.1628,132
2067,73389.0223,547793.1836,106.1928,132
2068,73439.6927,547815.5749,106.2708,132
2069,73440.3120,547810.6279,106.0817,132
2070,73392.7010,547791.3163,106.1278,132
2071,73387.7200,547780.5424,105.8817,132
2072,73387.0013,547771.6466,105.9747,132
2073,73392.3817,547760.8908,106.2376,132
2074,73444.1506,547698.5186,106.4162,132
2075,73468.6677,547724.7787,106.8443,132
2076,73473.2421,547718.7675,107.2172,132
2077,73385.6603,547622.2345,106.5240,132
2078,73362.3859,547550.0768,106.5178,132   
2079,73362.3859,547550.0768,106.5178,133   
2080,73352.4783,547460.7519,106.1914,134
2081,73394.9539,547405.2029,106.4530,134
2082,73394.9873,547381.5832,106.9399,134
2083,73390.9511,547301.4112,106.6396,134
2084,73407.0892,547223.9548,106.5531,134
2085,73401.5971,547218.2219,106.7251,134   
2086,73196.8450,547565.2405,105.7603,13
2087,73201.3463,547567.7363,105.8413,131
2088,73125.4054,547688.8667,106.6251,13
2089,73125.4054,547688.8667,106.6251,132
2090,73026.7177,547601.7287,106.0950,132
2091,73023.7966,547611.6620,106.5190,132
2092,73116.8239,547690.0737,106.5971,132
2093,73134.6037,547792.8884,106.3475,132
2094,73123.5339,547881.8076,106.5030,132
2095,73151.4105,547938.6501,106.4871,132
2096,73170.0938,547981.0713,106.3093,132
2097,73175.2012,547979.0881,106.4263,132
2098,73155.8458,547934.6347,110.4721,132
2099,73129.6536,547880.5490,106.3749,132
2100,73140.5617,547788.6321,106.2975,132
2101,73126.7003,547699.1996,106.2761,132   
2102,73126.7003,547699.1996,106.2761,13   
2103,73126.7003,547699.1996,106.2761,131   
20003,73636.4489,547314.4645,107.0739,1
20005,73627.2469,547318.6076,107.2900,1
20017,73490.9394,546980.2811,107.6658,1
20021,73508.7399,547017.9059,107.5229,1
20024,73381.2457,547176.3548,107.2380,1
20028,73382.6806,547293.1657,106.5955,1
20029,73374.6834,547385.6842,106.6020,1
20042,73149.5580,547398.7429,106.3177,1
20044,73143.1845,547377.4015,106.4846,1
20063,73378.3227,547621.5800,106.1551,1
20064,73440.0162,547692.7333,106.7672,1
20089,73125.4019,547688.8687,106.5611,1
20092,73116.8176,547690.0749,106.6051,1
