2000,76511.0547,543561.2674,119.6934,40
2001,76511.0547,543561.2674,119.6934,401
2002,76514.4430,543560.6322,119.6214,401
2003,76524.7269,543624.9928,119.0957,40
2004,76528.8509,543625.5171,119.3167,401
2005,76525.2123,543644.0198,119.0768,40
2006,76530.0601,543653.2761,119.2688,401
2007,76560.9826,543838.1614,119.1546,40
2008,76560.9826,543838.1614,119.1546,13
2009,76564.8891,543837.9784,119.1386,401
2010,76578.3994,543928.5105,118.8250,40
2011,76578.3994,543928.5105,118.8250,13
2012,76582.4048,543927.6314,118.9190,401
2013,76632.3656,544213.0920,117.4073,40
2014,76632.3656,544213.0920,117.4073,13
2015,76635.9383,544212.4741,117.4463,401
2016,76647.7840,544310.9422,116.6017,40
2017,76647.7840,544310.9422,116.6017,13
2018,76651.7390,544311.5563,116.4517,401
2019,76652.7856,544349.0052,116.9099,401
2020,76645.6311,544347.2827,116.7699,40
2021,76645.6311,544347.2827,116.7699,13
2022,76538.2859,544395.9413,116.0603,13
2023,76538.2859,544395.9413,116.0603,40
2024,76540.5251,544399.8790,116.1324,401
2025,76463.7355,544431.3497,115.7066,401
2026,76457.6894,544427.8047,115.6196,13
2027,76457.6894,544427.8047,115.6196,40
2028,76462.3026,544454.5071,115.7258,40
2029,76462.3026,544454.5071,115.7258,13
2030,76467.5302,544457.2711,116.0918,401
2031,76429.8967,544473.2234,115.5439,40
2032,76429.8967,544473.2234,115.5439,13
2033,76432.1112,544477.2350,115.3109,401
2036,76412.5814,544485.6434,115.4040,131
2037,76412.5814,544485.6434,115.4040,13
2038,76412.5814,544485.6434,115.4040,40
2039,76370.0716,544514.8380,115.3342,40
2040,76370.0716,544514.8380,115.3342,13
2041,76367.8356,544524.4272,115.5503,401
2042,76366.1240,544520.9193,115.6273,401
2043,76366.1240,544520.9193,115.6273,132
2044,75885.9822,544665.0440,114.9470,132
2045,75777.2476,544701.9462,113.9395,132
2046,76358.2537,544466.1574,115.1450,40
2047,76358.2537,544466.1574,115.1450,13
2048,75705.8275,544576.1671,114.5629,132
2049,76340.0705,544431.0110,115.1789,132
2051,76340.0705,544431.0110,115.1789,402
2052,76353.3479,544465.4706,114.9780,132   
2053,76321.0222,544374.0637,115.9956,40
2054,76321.0222,544374.0637,115.9956,13
2055,76314.2922,544372.5940,115.7006,402
2056,76308.8142,544364.7253,115.9496,402
2057,76311.3898,544361.1797,115.9556,402   
2058,76311.3898,544361.1797,115.9556,40   
2059,76311.3898,544361.1797,115.9556,13
2060,76293.2744,544352.9390,116.1656,13
2061,76153.1293,544381.3599,116.0640,13
2062,76034.5884,543668.3033,118.0514,13
2063,76148.6459,543910.8477,118.8825,13
2064,76312.4934,543881.9195,118.8611,13   
2065,76312.4934,543881.9195,118.8611,131
20008,76560.9758,543838.1738,119.1606,1
20009,76564.8863,543837.9833,119.1526,1
20011,76578.4023,543928.5160,118.8150,1
20017,76647.7827,544310.9436,116.5917,1
20018,76651.7406,544311.5611,116.4387,1
20025,76463.7362,544431.3448,115.6946,1
20026,76457.7083,544427.8152,115.5796,1
20036,76412.5840,544485.6547,115.4490,1
20043,76366.1299,544520.9312,115.6143,1
20047,76358.2322,544466.1903,115.1190,1
20049,76340.0710,544430.9839,115.2039,1
20052,76353.3449,544465.4837,114.9790,1
20065,76312.5005,543881.9266,118.8481,1
