2000,72492.2612,548279.2372,106.2827,40
2001,72492.2612,548279.2372,106.2827,13
2002,72387.6492,547977.7091,106.0745,13
2003,72409.0680,547978.9778,106.1724,13
2004,72509.7539,548273.8201,106.3346,13
2005,72509.7539,548273.8201,106.3346,40
2006,72516.1506,548271.7189,106.2296,40
2007,72516.1506,548271.7189,106.2296,13
2008,72416.6323,547979.6360,105.9214,13
2009,72456.8581,547981.9216,106.1713,13
2010,72554.0633,548259.9941,106.1704,40
2011,72554.0633,548259.9941,106.1704,13
2012,72601.5302,548243.7733,106.3502,40
2013,72614.7460,548237.8945,106.4021,40
2014,72738.6807,548197.3538,106.6216,40
2015,72828.0589,548169.2418,105.4372,40
2016,72828.0589,548169.2418,105.4372,13
2017,72831.5994,548168.0741,105.4792,40
2018,72831.5994,548168.0741,105.4792,13
2019,72843.1865,548178.8977,105.5322,40
2020,72843.1865,548178.8977,105.5322,13
2021,72853.2823,548208.0925,106.0123,40
2022,72853.2823,548208.0925,106.0123,13
2023,72905.7108,548301.6163,106.2116,40
2024,72905.7108,548301.6163,106.2116,13
2025,72919.7364,548323.7854,106.3366,13
2026,72944.4304,548369.8198,106.3348,13
2028,72947.1696,548381.9158,106.5198,13
2030,72953.8920,548393.9218,106.5599,13
2031,73213.0250,548311.1284,106.8557,13
2032,73238.4058,548298.0376,106.5966,13
2033,73230.9985,548278.9082,106.1835,13
2034,73227.5996,548260.7565,106.0944,13
2035,73221.1220,548242.3912,107.1084,13
2036,73168.4125,548120.8244,106.7039,13
2037,73064.2837,548104.1988,106.9182,13
2038,72860.1144,548055.5095,106.2485,13
2039,72753.3271,548029.3559,105.4767,13
2040,72942.8671,548395.8996,106.7919,13
2041,72895.2014,548307.4713,106.5266,40
2042,72895.2014,548307.4713,106.5266,13
2043,72862.1160,548246.1009,106.7924,40
2044,72862.1160,548246.1009,106.7924,13
2045,72827.6769,548183.7320,105.7022,40
2046,72827.6769,548183.7320,105.7022,13
2047,72802.2364,548190.7218,106.0733,40
2048,72802.2364,548190.7218,106.0733,13
2049,72578.4820,548264.5248,106.5093,40
2050,72578.4820,548264.5248,106.5093,13
2051,72422.8659,548317.8252,105.9300,40
2052,72422.8659,548317.8252,105.9300,13
2053,72316.8045,548354.0421,105.7065,40
2054,72316.8045,548354.0421,105.7065,13
2055,72262.0040,548370.6082,105.6727,40
2056,72262.0040,548370.6082,105.6727,13
2057,72272.4220,548382.5468,105.9568,13
2058,72484.0708,548553.9084,105.5700,13
2059,72515.8806,548540.4134,105.5469,13
2060,72687.5833,548483.2521,106.0081,13
2061,72713.8793,548476.5302,106.1370,13
2062,72763.6679,548458.1913,106.0607,13
2064,72258.1846,548370.1446,105.7018,40
2065,72248.5198,548361.9613,105.7377,40
2066,72309.7708,548341.6486,105.8705,40
2067,72312.8159,548338.4836,105.8054,40
2068,72312.8159,548338.4836,105.8054,13
2069,72343.7787,548328.5035,105.8373,40
2070,72343.7787,548328.5035,105.8373,13
2071,72389.6347,548312.7902,105.9001,40
2072,72389.6347,548312.7902,105.9001,13
2073,72485.0023,548281.3030,106.3107,40
2074,72485.0023,548281.3030,106.3107,13
2075,72379.6750,547977.2240,105.9715,13
2076,72312.4860,547974.3836,106.1396,13
2077,72216.0981,547969.8425,106.1979,13
2078,72216.1096,547993.2406,106.2630,13
2079,72215.5695,548004.5578,105.9420,13
2080,72276.0339,548035.6813,106.2120,100
2081,72905.7111,548301.6100,106.2436,40
2082,72919.7321,548323.7879,106.2916,40
2083,72944.4437,548369.8296,106.3178,40
2084,72947.1783,548381.9049,106.4878,40
2085,72953.8941,548393.9183,106.5699,40
2086,72955.1607,548400.9412,106.6829,40
2087,73006.2527,548491.2623,106.5542,40
2088,73051.5813,548581.9908,106.8485,40
2089,73081.7728,548640.8675,106.9007,40
2090,73181.1270,548824.0016,106.8632,40
2091,73232.3333,548896.4926,106.8694,40
2092,73230.8725,548900.6007,107.2274,40
2093,73226.8609,548902.6521,107.1464,40
2094,73177.8955,548833.8981,106.6243,40
2095,73141.4947,548774.7207,106.6271,40
2096,73116.8463,548734.8866,106.5470,40
2097,73076.5516,548640.8232,106.6547,40
2098,72942.8618,548395.8947,106.8089,40
2099,72895.2097,548307.4759,106.5216,40
20001,72492.2546,548279.2327,106.2857,
20004,72509.7585,548273.8250,106.3426,
20007,72516.1680,548271.7192,106.2326,
20011,72554.0647,548259.9993,106.1654,
20012,72601.5360,548243.7712,106.3972,
20016,72828.0584,548169.2383,105.4542,
20020,72843.1826,548178.8938,105.5502,
20021,72853.2732,548208.1012,106.0533,
20024,72905.7133,548301.6180,106.2086,
20049,72578.4837,548264.5238,106.2623,
20058,72484.0689,548553.9226,105.5440,
20060,72687.5786,548483.2566,105.8801,
20061,72713.8860,548476.5426,106.1320,
20072,72389.6272,548312.7912,105.8891,
20073,72485.0029,548281.3012,106.2917,
20077,72216.1039,547969.8401,106.1889,
20078,72216.1260,547993.2442,106.2580,
20086,72955.1582,548400.9388,106.7039,
20098,72942.8618,548395.8868,106.8009,
20099,72895.2041,548307.4886,106.5376,
