2000,550568.3219,73107.2411,105.9473,13
2001,550693.5616,72903.6106,105.8614,13
2002,550672.1217,72894.9586,105.9094,13
2003,550551.0165,72878.9073,105.5141,13
2004,550413.6787,72872.0549,105.4416,13
2005,550022.5420,72832.9946,105.4204,13
2006,550023.3438,72853.1818,105.5093,13
2007,550062.8450,73054.8235,105.2028,13
20000,550568.3251,73107.2397,105.9733,
20004,550413.6870,72872.0529,105.4646,
20006,550023.3426,72853.1820,105.4893,
