2000,73269.0585,550481.0565,106.1263,13
2001,73572.5365,550617.1429,106.1927,13
2002,73928.1256,551026.4166,106.3295,13
2003,74058.5160,551177.9291,106.6084,13
2004,73885.3461,551299.7682,106.9674,13
2005,73754.5625,551148.5489,106.6665,13
2006,73299.5557,550610.4035,106.3766,13
20002,73928.1360,551026.4165,106.3785,13
20003,74058.5003,551177.9309,106.5994,13
20004,73885.3212,551299.7595,107.0244,13
20005,73754.5382,551148.5722,106.6925,13
