1	551825.365	74526.086	3496
2	551700.584	74439.931	3496
101	551778.409	74481.510	5216
102	551761.667	74494.258	5216
103	551728.523	74471.374	5216
104	551745.265	74458.626	5216
10541	551481.510	74659.460	3325
10575	551505.200	74689.550	3325
11120	552119.750	74192.000	3315
11126	552117.530	74175.150	3325
11179	552020.100	74297.470	3315
11181	552123.000	74219.110	3325
11183	552093.070	74241.900	3315
11221	551954.680	74299.160	3315
11253	551672.850	74561.890	3315
11255	551647.410	74533.140	3315
50299	552007.420	74304.300	3516
